ID,First_Name,Last_Name,Family_id,ID_cnic,Gender
1080,Dawid,Zayd,532,33182-9964087-1,M
1081,Zubair,Tahir,533,33183-9964088-1,M
1082,Wahib,Kafeel,534,33184-9964089-1,M
1083,Mamoon,Umran,535,33185-9964090-1,M
1084,Ghayoor,Qudamah,536,33186-9964091-1,M
1085,Chishti,Ihsan,537,33187-9964092-1,M
1086,Dhiya,Sabahat,538,33188-9964093-1,M
1087,Isma’il,Usman,539,33189-9964094-1,M
1088,Juthamah,Jalees,540,33190-9964095-1,M
1089,Ghazalan,Obaid,541,33191-9964096-1,M
1090,Sa’ir,Insaf,542,33192-9964097-1,M
1091,Jawhar,Wafa,543,33193-9964098-1,M
1092,Faraj,Faiz,544,33194-9964099-1,M
1093,Umar,Uthman,545,33195-9964100-1,M
1094,Tabassum,Saadat,546,33196-9964101-1,M
1095,Cheherazad,Dawoud,547,33197-9964102-1,M
1096,Saffar,Qutaybah,548,33198-9964103-1,M
1097,Caleb,Aamir,1,33199-9964104-1,M
1098,Barkat,Dizhwar,2,33200-9964105-1,M
1099,Dayyan,Nadim,3,33201-9964106-1,M
1100,Zakar,Raahil,4,33202-9964107-1,M
1101,Aalim,Yar,5,33203-9964108-1,M
1102,Sabir,Jiyad,6,33204-9964109-1,M
1103,Bulhut,Aasim,7,33205-9964110-1,M
1104,Dizhwar,Rahmat,8,33206-9964111-1,M
1105,Zaeem,Jamil,9,33207-9964112-1,M
1106,Yawar,Rabiah,10,33208-9964113-1,M
1107,Aatif,Qais,11,33209-9964114-1,M
1108,Aban,Gulzar,12,33210-9964115-1,M
1109,Baasim,Uhban,13,33211-9964116-1,M
1110,Yathrib,Damurah,14,33212-9964117-1,M
1111,Liban,Yaqub,15,33213-9964118-1,M
1112,Basharat,Zuhoor,16,33214-9964119-1,M
1113,Umran,Issar,17,33215-9964120-1,M
1114,Sadit,Faakhir,18,33216-9964121-1,M
1115,Safeenah,Safeenah,19,33217-9964122-1,M
1116,Barraq,Nabhan,20,33218-9964123-1,M
1117,Deen,Haaziq,21,33219-9964124-1,M
1118,Zakariya,Iskandar,22,33220-9964125-1,M
1119,Tahseen,Kamran,23,33221-9964126-1,M
1120,Usamah,Farasat,24,33222-9964127-1,M
1121,Zayd,Diyari,25,33223-9964128-1,M
1122,Iqraam,Waseem,26,33224-9964129-1,M
1123,Umarah,Ishaq,27,33225-9964130-1,M
1124,Issar,Layth,28,33226-9964131-1,M
1125,Zakariyya,Bazam,29,33227-9964132-1,M
1126,Duha,Hafiz,30,33228-9964133-1,M
1127,Diyari,Ghazalan,31,33229-9964134-1,M
1128,Nafis,Zaigham,32,33230-9964135-1,M
1129,Madani,Jaraah,33,33231-9964136-1,M
1130,Hafiz,Dawlah,34,33232-9964137-1,M
1131,Urooj,Qamar,35,33233-9964138-1,M
1132,Fakhri,Daniel,36,33234-9964139-1,M
1133,Inayat,Labib,37,33235-9964140-1,M
1134,Saadat,Rafan,38,33236-9964141-1,M
1135,Ubayd,Jahangir,39,33237-9964142-1,M
1136,Faeq,Lahab,40,33238-9964143-1,M
1137,Rabi’,Saeed,41,33239-9964144-1,M
1138,Abdul Afuw,Aamil,42,33240-9964145-1,M
1139,Hadee,Wahhaj,43,33241-9964146-1,M
1140,Jamil,Quadir,44,33242-9964147-1,M
1141,Izaan,Liban,45,33243-9964148-1,M
1142,Cale,Jahdami,46,33244-9964149-1,M
1143,Mabad,Aalim,47,33245-9964150-1,M
1144,Waleed,Aashif,48,33246-9964151-1,M
1145,Yunus,Makki,49,33247-9964152-1,M
1146,Hamdan,Usamah,50,33248-9964153-1,M
1147,Ghulam,Sabir,51,33249-9964154-1,M
1148,Sadaqat,Ghunayn,52,33250-9964155-1,M
1149,Quadir,Bashaar,53,33251-9964156-1,M
1150,Basil,Saafir,54,33252-9964157-1,M
1151,Dinar,Yushua,55,33253-9964158-1,M
1152,Qamar,Rafiq,56,33254-9964159-1,M
1153,Wail,Kazim,57,33255-9964160-1,M
1154,Tabassum,Ghannam,58,33256-9964161-1,M
1155,Fahyim,Wajeeh,59,33257-9964162-1,M
1156,Wahb,Nabih,60,33258-9964163-1,M
1157,Aaqil,Yaqoot,61,33259-9964164-1,M
1158,Jafar,Owais,62,33260-9964165-1,M
1159,Owais,Juhaym,63,33261-9964166-1,M
1160,Imtiaz,Darim,64,33262-9964167-1,M
1161,Zufar,Abbad,65,33263-9964168-1,M
1162,Waheed,Iyaas,66,33264-9964169-1,M
1163,Qaim,Madani,67,33265-9964170-1,M
1164,Abdul Aziz,Sabur,68,33266-9964171-1,M
1165,Wasim,Faaz,69,33267-9964172-1,M
1166,Uqbah,Ilan,70,33268-9964173-1,M
1167,Ehan,Qays,71,33269-9964174-1,M
1168,Faisal,Rabar,72,33270-9964175-1,M
1169,Rabah,Hadee,73,33271-9964176-1,M
1170,Juthamah,Aaqil,74,33272-9964177-1,M
1171,Zaighum,Daamin,75,33273-9964178-1,M
1172,Uwayam,Ghazi,76,33274-9964179-1,M
1173,Faraj,Walid,77,33275-9964180-1,M
1174,Nadim,Yahya,78,33276-9964181-1,M
1175,Zulfiqar,Ihtsham,79,33277-9964182-1,M
1176,Habis,Nadhir,80,33278-9964183-1,M
1177,Yuhannis,Cal,81,33279-9964184-1,M
1178,Basir,Zarar,82,33280-9964185-1,M
1179,Dhiya,Gulab,83,33281-9964186-1,M
1180,Dabbah,Basharat,84,33282-9964187-1,M
1181,Uzayr,Uqbah,85,33283-9964188-1,M
1182,Keyaan,Behzad,86,33284-9964189-1,M
1183,Intaj,Qatadah,87,33285-9964190-1,M
1184,Zafir,Ithaar,88,33286-9964191-1,M
1185,Muslim Boy New Names,Walliyullah,89,33287-9964192-1,M
1186,Jihad,Jibran,90,33288-9964193-1,M
1187,Yushua,Utbah,91,33289-9964194-1,M
1188,Zafar,Jummal,92,33290-9964195-1,M
1189,Jaraah,Dilawar,93,33291-9964196-1,M
1190,Gamal,Nafasat,94,33292-9964197-1,M
1191,Juwain,Istakhri,95,33293-9964198-1,M
1192,Changez,Gamal,96,33294-9964199-1,M
1193,Rafee,Haleef,97,33295-9964200-1,M
1194,Urwah,Basil,98,33296-9964201-1,M
1195,Iyaad,Ishrat,99,33297-9964202-1,M
1196,Abbas,Latif,100,33298-9964203-1,M
1197,Ghayoor,Bilal,101,33299-9964204-1,M
1198,Mahaz,Urooj,102,33300-9964205-1,M
1199,Lutf,Jamal,103,33301-9964206-1,M
1200,Cheherazad,Intizar,104,33302-9964207-1,M
1201,Ghiyath,Burhan,105,33303-9964208-1,M
1202,Haleef,Qadi,106,33304-9964209-1,M
1203,Hallaj,Qasid,107,33305-9964210-1,M
1204,Chishti,Zufar,108,33306-9964211-1,M
1205,Raees,Maaz,109,33307-9964212-1,M
1206,Rafeek,Inayat,110,33308-9964213-1,M
1207,Careem,Mahdi,111,33309-9964214-1,M
1208,Isa,Nafis,112,33310-9964215-1,M
1209,Tajammal,Sabah,113,33311-9964216-1,M
1210,Ghazawan,Zohair,114,33312-9964217-1,M
1211,Irfan,Ghauth,115,33313-9964218-1,M
1212,Zia,Majd,116,33314-9964219-1,M
1213,Qasif,Qadeer,117,33315-9964220-1,M
1214,Jari,Deen,118,33316-9964221-1,M
1215,Aasif,Zaim,119,33317-9964222-1,M
1216,Yaman,Farafisa,120,33318-9964223-1,M
1217,Izz,Jahdari,121,33319-9964224-1,M
1218,Tahoor,Imran,122,33320-9964225-1,M
1219,Dean,Rafay,123,33321-9964226-1,M
1220,Naim,Zeeshan,124,33322-9964227-1,M
1221,Watheq,Taha,125,33323-9964228-1,M
1222,Maheen,Qasim,126,33324-9964229-1,M
1223,Ghazi,Wasim,127,33325-9964230-1,M
1224,Ubaydullah,Aaban,128,33326-9964231-1,M
1225,Lut,Sa’ir,129,33327-9964232-1,M
1226,Izzat,Watheq,130,33328-9964233-1,M
1227,Zaman,Imaad,131,33329-9964234-1,M
1228,Ghutayf,Wasif,132,33330-9964235-1,M
1229,Fajaruddin,Fahd,133,33331-9964236-1,M
1230,Qutaybah,Izzat,134,33332-9964237-1,M
1231,Istakhri,Jubair,135,33333-9964238-1,M
1232,Ghazalan,Waiz,136,33334-9964239-1,M
1233,Darim,Nabil,137,33335-9964240-1,M
1234,Emran,Careem,138,33336-9964241-1,M
1235,Haaziq,Aalee,139,33337-9964242-1,M
1236,Rahil,Kawthar,140,33338-9964243-1,M
1237,Jarood,Raihan,141,33339-9964244-1,M
1238,Sa’dan,Zayd,142,33340-9964245-1,M
1239,Isam,Tahir,143,33341-9964246-1,M
1240,Rahmat,Kafeel,144,33342-9964247-1,M
1241,Abbad,Umran,145,33343-9964248-1,M
1242,Malik,Qudamah,146,33344-9964249-1,M
1243,Jalil,Ihsan,147,33345-9964250-1,M
1244,Sadeem,Sabahat,148,33346-9964251-1,M
1245,Yar,Usman,149,33347-9964252-1,M
1246,Yahya,Jalees,150,33348-9964253-1,M
1247,Ishtiyaq,Obaid,151,33349-9964254-1,M
1248,Taban,Insaf,152,33350-9964255-1,M
1249,Qadim,Wafa,153,33351-9964256-1,M
1250,Ishrat,Faiz,154,33352-9964257-1,M
1251,Bilal,Uthman,155,33353-9964258-1,M
1252,Aalee,Saadat,156,33354-9964259-1,M
1253,Ikrimah,Dawoud,157,33355-9964260-1,M
1254,Jaan,Qutaybah,158,33356-9964261-1,M
1255,Kasim,Mahmud,159,33357-9964262-1,M
1256,Abdul Aalee,Zaeem,160,33358-9964263-1,M
1257,Jahm,Lutf,161,33359-9964264-1,M
1258,Jahanzeb,Raheel,162,33360-9964265-1,M
1259,Hafs,Wail,163,33361-9964266-1,M
1260,Liyaqat,Parvez,164,33362-9964267-1,M
1261,Lajlaj,Ghufran,165,33363-9964268-1,M
1262,Zubair,Zakariya,166,33364-9964269-1,M
1263,Kaiser,Qani,167,33365-9964270-1,M
1264,Intikhab,Kashif,168,33366-9964271-1,M
1265,Uzair,Zakariyya,169,33367-9964272-1,M
1266,Sa’irah,Sadit,170,33368-9964273-1,M
1267,Faaz,Nadeem,171,33369-9964274-1,M
1268,Ishaq,Saffar,172,33370-9964275-1,M
1269,Makhdoom,Dildar,173,33371-9964276-1,M
1270,Kaysan,Yusr,174,33372-9964277-1,M
1271,Kaamil,Zubair,175,33373-9964278-1,M
1272,Fadil,Baahir,176,33374-9964279-1,M
1273,Waseem,Abdul Afuw,177,33375-9964280-1,M
1274,Dawoud,Sabeeh,178,33376-9964281-1,M
1275,Juhaym,Basir,179,33377-9964282-1,M
1276,Ghufran,Sadiq,180,33378-9964283-1,M
1277,Mahbeer,Urwah,181,33379-9964284-1,M
1278,Usayd,Kamil,182,33380-9964285-1,M
1279,Nabigh,Waleed,183,33381-9964286-1,M
1280,Raihan,Intaj,184,33382-9964287-1,M
1281,Kazi,Wali,185,33383-9964288-1,M
1282,Zohair,Fadl,186,33384-9964289-1,M
1283,Jundub,Raghib,187,33385-9964290-1,M
1284,Jabir,Labeeb,188,33386-9964291-1,M
1285,Wajeeh,Laith,189,33387-9964292-1,M
1286,Raahil,Falah,190,33388-9964293-1,M
1287,Jasim,Wazir,191,33389-9964294-1,M
1288,Ziaud,Zayan,192,33390-9964295-1,M
1289,Idris,Cheherazad,193,33391-9964296-1,M
1290,Codei,Zaman,194,33392-9964297-1,M
1291,Wajih,Kawkab,195,33393-9964298-1,M
1292,Falah,Aamir,196,33394-9964299-1,M
1293,Radi,Dizhwar,197,33395-9964300-1,M
1294,Bashar,Nadim,198,33396-9964301-1,M
1295,Babar,Raahil,199,33397-9964302-1,M
1296,Saburah,Yar,200,33398-9964303-1,M
1297,Nadir,Jiyad,201,33399-9964304-1,M
1298,Waa’il,Aasim,202,33400-9964305-1,M
1299,Na’il,Rahmat,203,33401-9964306-1,M
1300,Qays,Jamil,204,33402-9964307-1,M
1301,Tabish,Rabiah,205,33403-9964308-1,M
1302,Utbah,Qais,206,33404-9964309-1,M
1303,Farasat,Gulzar,207,33405-9964310-1,M
1304,Aashir,Uhban,208,33406-9964311-1,M
1305,Faqeeh,Damurah,209,33407-9964312-1,M
1306,Ghadir,Yaqub,210,33408-9964313-1,M
1307,Iyaas,Zuhoor,211,33409-9964314-1,M
1308,Eshan,Issar,212,33410-9964315-1,M
1309,Juma’,Faakhir,213,33411-9964316-1,M
1310,Makki,Safeenah,214,33412-9964317-1,M
1311,Iqtidar,Nabhan,215,33413-9964318-1,M
1312,Kashif,Haaziq,216,33414-9964319-1,M
1313,Raghib,Iskandar,217,33415-9964320-1,M
1314,Rafay,Kamran,218,33416-9964321-1,M
1315,Mahja,Farasat,219,33417-9964322-1,M
1316,Qareeb,Diyari,220,33418-9964323-1,M
1317,Nabhan,Waseem,221,33419-9964324-1,M
1318,Fahd,Ishaq,222,33420-9964325-1,M
1319,Rahat,Layth,223,33421-9964326-1,M
1320,Tahir,Bazam,224,33422-9964327-1,M
1321,Ehsan,Hafiz,225,33423-9964328-1,M
1322,Osama,Ghazalan,226,33424-9964329-1,M
1323,Wasil,Zaigham,227,33425-9964330-1,M
1324,Walid,Jaraah,228,33426-9964331-1,M
1325,Mahd,Dawlah,229,33427-9964332-1,M
1326,Rabar,Qamar,230,33428-9964333-1,M
1327,Ilifat,Daniel,231,33429-9964334-1,M
1328,Malih,Labib,232,33430-9964335-1,M
1329,Ibrahim,Rafan,233,33431-9964336-1,M
1330,Hafid,Jahangir,234,33432-9964337-1,M
1331,Gohar,Lahab,235,33433-9964338-1,M
1332,Majdi,Saeed,236,33434-9964339-1,M
1333,Fakeeh,Aamil,237,33435-9964340-1,M
1334,Aaban,Wahhaj,238,33436-9964341-1,M
1335,Aalam,Quadir,239,33437-9964342-1,M
1336,Burayd,Liban,240,33438-9964343-1,M
1337,Yaghnam,Jahdami,241,33439-9964344-1,M
1338,Nabil,Aalim,242,33440-9964345-1,M
1339,Zahir,Aashif,243,33441-9964346-1,M
1340,Faiq,Makki,244,33442-9964347-1,M
1341,Waqas,Usamah,245,33443-9964348-1,M
1342,Aamir,Sabir,246,33444-9964349-1,M
1343,Hakim,Ghunayn,247,33445-9964350-1,M
1344,Yaqub,Bashaar,248,33446-9964351-1,M
1345,Sa’d,Saafir,249,33447-9964352-1,M
1346,Obaid,Yushua,250,33448-9964353-1,M
1347,Aamil,Rafiq,251,33449-9964354-1,M
1348,Zulaym,Kazim,252,33450-9964355-1,M
1349,Micronesia,Ghannam,253,33451-9964356-1,M
1350,Hajjaj,Wajeeh,254,33452-9964357-1,M
1351,Faiz,Nabih,255,33453-9964358-1,M
1352,Baber,Yaqoot,256,33454-9964359-1,M
1353,Gulfam,Owais,257,33455-9964360-1,M
1354,Dawid,Juhaym,258,33456-9964361-1,M
1355,Jibril,Darim,259,33457-9964362-1,M
1356,Khadim,Abbad,260,33458-9964363-1,M
1357,Zaigham,Iyaas,261,33459-9964364-1,M
1358,Qusay,Madani,262,33460-9964365-1,M
1359,Rabiah,Sabur,263,33461-9964366-1,M
1360,Abdul Ali,Faaz,264,33462-9964367-1,M
1361,Jahangir,Ilan,265,33463-9964368-1,M
1362,Daghfal,Qays,266,33464-9964369-1,M
1363,Tahawwur,Rabar,267,33465-9964370-1,M
1364,Sa’ir,Hadee,268,33466-9964371-1,M
1365,Ilan,Aaqil,269,33467-9964372-1,M
1366,Kamil,Daamin,270,33468-9964373-1,M
1367,Kamal,Ghazi,271,33469-9964374-1,M
1368,Unays,Walid,272,33470-9964375-1,M
1369,Jabr,Yahya,273,33471-9964376-1,M
1370,Ghalib,Ihtsham,274,33472-9964377-1,M
1371,Rajaa,Nadhir,275,33473-9964378-1,M
1372,Fadi,Cal,276,33474-9964379-1,M
1373,Jumanah,Zarar,277,33475-9964380-1,M
1374,Zaki,Gulab,278,33476-9964381-1,M
1375,Wali,Basharat,279,33477-9964382-1,M
1376,Gulab,Uqbah,280,33478-9964383-1,M
1377,Kalbi,Behzad,281,33479-9964384-1,M
1378,Fakhr,Qatadah,282,33480-9964385-1,M
1379,Kamran,Ithaar,283,33481-9964386-1,M
1380,Maher,Walliyullah,284,33482-9964387-1,M
1381,Haleem,Jibran,285,33483-9964388-1,M
1382,Ma’n,Utbah,286,33484-9964389-1,M
1383,Ghannam,Jummal,287,33485-9964390-1,M
1384,Halwani,Dilawar,288,33486-9964391-1,M
1385,Dawar,Nafasat,289,33487-9964392-1,M
1386,Taha,Istakhri,290,33488-9964393-1,M
1387,Taimur,Gamal,291,33489-9964394-1,M
1388,Labeeb,Haleef,292,33490-9964395-1,M
1389,Saad,Basil,293,33491-9964396-1,M
1390,Jahiz,Ishrat,294,33492-9964397-1,M
1391,Uthman,Latif,295,33493-9964398-1,M
1392,Ihsan,Bilal,296,33494-9964399-1,M
1393,Wahid,Urooj,297,33495-9964400-1,M
1394,Nadhir,Jamal,298,33496-9964401-1,M
1395,Yasir,Intizar,299,33497-9964402-1,M
1396,Fahad,Burhan,300,33498-9964403-1,M
1397,Gulshan,Qadi,301,33499-9964404-1,M
1398,Zarrar,Qasid,302,33500-9964405-1,M
1399,Nafasat,Zufar,303,33501-9964406-1,M
1400,Ihtsham,Maaz,304,33502-9964407-1,M
1401,Jawdan,Inayat,305,33503-9964408-1,M
1402,Ghanem,Mahdi,306,33504-9964409-1,M
1403,Saafir,Nafis,307,33505-9964410-1,M
1404,Rafan,Sabah,308,33506-9964411-1,M
1405,Qadi,Zohair,309,33507-9964412-1,M
1406,Islam,Ghauth,310,33508-9964413-1,M
1407,Abdul Alim,Majd,311,33509-9964414-1,M
1408,Zuehb,Qadeer,312,33510-9964415-1,M
1409,Khafid,Deen,313,33511-9964416-1,M
1410,Danish,Zaim,314,33512-9964417-1,M
1411,Daniel,Farafisa,315,33513-9964418-1,M
1412,Zuhoor,Jahdari,316,33514-9964419-1,M
1413,Sabah,Imran,317,33515-9964420-1,M
1414,Raheesh,Rafay,318,33516-9964421-1,M
1415,Iqrit,Zeeshan,319,33517-9964422-1,M
1416,Wasif,Taha,320,33518-9964423-1,M
1417,Qanit,Qasim,321,33519-9964424-1,M
1418,Naib,Wasim,322,33520-9964425-1,M
1419,Qutb,Aaban,323,33521-9964426-1,M
1420,Iskandar,Sa’ir,324,33522-9964427-1,M
1421,Zulfaqar,Watheq,325,33523-9964428-1,M
1422,Basim,Imaad,326,33524-9964429-1,M
1423,Zameer,Wasif,327,33525-9964430-1,M
1424,Yafi,Fahd,328,33526-9964431-1,M
1425,Kafeel,Izzat,329,33527-9964432-1,M
1426,Ubadah,Jubair,330,33528-9964433-1,M
1427,Aaqib,Waiz,331,33529-9964434-1,M
1428,Taj,Nabil,332,33530-9964435-1,M
1429,Maaz,Careem,333,33531-9964436-1,M
1430,Barr,Aalee,334,33532-9964437-1,M
1431,Zaroon,Kawthar,335,33533-9964438-1,M
1432,Umayyah,Raihan,336,33534-9964439-1,M
1433,Wakeel,Zayd,337,33535-9964440-1,M
1434,Sadiq,Tahir,338,33536-9964441-1,M
1435,Bazam,Kafeel,339,33537-9964442-1,M
1436,Paki (Egyptian),Umran,340,33538-9964443-1,M
1437,Zayan,Qudamah,341,33539-9964444-1,M
1438,Ghazanfar,Ihsan,342,33540-9964445-1,M
1439,Haider,Sabahat,343,33541-9964446-1,M
1440,Wisam,Usman,344,33542-9964447-1,M
1441,Laith,Jalees,345,33543-9964448-1,M
1442,Aasim,Obaid,346,33544-9964449-1,M
1443,Coman,Insaf,347,33545-9964450-1,M
1444,Umar,Wafa,348,33546-9964451-1,M
1445,Saeed,Faiz,349,33547-9964452-1,M
1446,Wahib,Uthman,350,33548-9964453-1,M
1447,Nabih,Saadat,351,33549-9964454-1,M
1448,Fadl,Dawoud,352,33550-9964455-1,M
1449,Ilyas,Qutaybah,353,33551-9964456-1,M
1450,Yazid,Mahmud,354,33552-9964457-1,M
1451,Jahdami,Zaeem,355,33553-9964458-1,M
1452,Zuti,Lutf,356,33554-9964459-1,M
1453,Faizaan,Raheel,357,33555-9964460-1,M
1454,Hajib,Wail,358,33556-9964461-1,M
1455,Kasam,Parvez,359,33557-9964462-1,M
1456,Hamd,Ghufran,360,33558-9964463-1,M
1457,Diya,Zakariya,361,33559-9964464-1,M
1458,Kawkab,Qani,362,33560-9964465-1,M
1459,Zaim,Kashif,363,33561-9964466-1,M
1460,Mahbub,Zakariyya,364,33562-9964467-1,M
1461,Aadil,Sadit,365,33563-9964468-1,M
1462,Latif,Nadeem,366,33564-9964469-1,M
1463,Cheekoo,Saffar,367,33565-9964470-1,M
1464,Sabeeh,Dildar,368,33566-9964471-1,M
1465,Urfee,Yusr,369,33567-9964472-1,M
1466,Jazib,Zubair,370,33568-9964473-1,M
1467,Imran,Baahir,371,33569-9964474-1,M
1468,Inaam,Abdul Afuw,372,33570-9964475-1,M
1469,Lahab,Sabeeh,373,33571-9964476-1,M
1470,Limazah,Basir,374,33572-9964477-1,M
1471,Sa’ood,Sadiq,375,33573-9964478-1,M
1472,Jareer,Urwah,376,33574-9964479-1,M
1473,Jasmir,Kamil,377,33575-9964480-1,M
1474,Wafiq,Waleed,378,33576-9964481-1,M
1475,Sa’id,Intaj,379,33577-9964482-1,M
1476,Aahil,Wali,380,33578-9964483-1,M
1477,Qadeer,Fadl,381,33579-9964484-1,M
1478,Dildar,Raghib,382,33580-9964485-1,M
1479,Abdul Awwal,Labeeb,383,33581-9964486-1,M
1480,Ziyad,Laith,384,33582-9964487-1,M
1481,Rabbani,Falah,385,33583-9964488-1,M
1482,Zarar,Wazir,386,33584-9964489-1,M
1483,Wafi,Zayan,387,33585-9964490-1,M
1484,Ebrahim,Cheherazad,388,33586-9964491-1,M
1485,Dakhil,Zaman,389,33587-9964492-1,M
1486,Aamirah,Kawkab,390,33588-9964493-1,M
1487,Sadeed,Aamir,391,33589-9964494-1,M
1488,Cal,Dizhwar,392,33590-9964495-1,M
1489,Walliyullah,Nadim,393,33591-9964496-1,M
1490,Laqeet,Raahil,394,33592-9964497-1,M
1491,Yusuf,Yar,395,33593-9964498-1,M
1492,Jummal,Jiyad,396,33594-9964499-1,M
1493,Kawthar,Aasim,397,33595-9964500-1,M
1494,Kazim,Rahmat,398,33596-9964501-1,M
1495,Javier,Jamil,399,33597-9964502-1,M
1496,Qabeel,Rabiah,400,33598-9964503-1,M
1497,Insaf,Qais,401,33599-9964504-1,M
1498,Wajid,Gulzar,402,33600-9964505-1,M
1499,Jad,Uhban,403,33601-9964506-1,M
1500,Aariz,Damurah,404,33602-9964507-1,M
1501,Junaid,Yaqub,405,33603-9964508-1,M
1502,Umayr,Zuhoor,406,33604-9964509-1,M
1503,Ghasaan,Issar,407,33605-9964510-1,M
1504,Esmail,Faakhir,408,33606-9964511-1,M
1505,Damurah,Safeenah,409,33607-9964512-1,M
1506,Naadir,Nabhan,410,33608-9964513-1,M
1507,Jiyad,Haaziq,411,33609-9964514-1,M
1508,Kaashif,Iskandar,412,33610-9964515-1,M
1509,Bashaar,Kamran,413,33611-9964516-1,M
1510,Safeer,Farasat,414,33612-9964517-1,M
1511,Yusr,Diyari,415,33613-9964518-1,M
1512,Mahfuz,Waseem,416,33614-9964519-1,M
1513,Majd,Ishaq,417,33615-9964520-1,M
1514,Ghazzal,Layth,418,33616-9964521-1,M
1515,Batal,Bazam,419,33617-9964522-1,M
1516,Jibran,Hafiz,420,33618-9964523-1,M
1517,Labib,Ghazalan,421,33619-9964524-1,M
1518,Basel,Zaigham,422,33620-9964525-1,M
1519,Faizan,Jaraah,423,33621-9964526-1,M
1520,Lutfi,Dawlah,424,33622-9964527-1,M
1521,Faakhir,Qamar,425,33623-9964528-1,M
1522,Abdul Ahad,Daniel,426,33624-9964529-1,M
1523,Naeem,Labib,427,33625-9964530-1,M
1524,Wahhaj,Rafan,428,33626-9964531-1,M
1525,Ra’id,Jahangir,429,33627-9964532-1,M
1526,Cassem,Lahab,430,33628-9964533-1,M
1527,Rafiq,Saeed,431,33629-9964534-1,M
1528,Mamoon,Aamil,432,33630-9964535-1,M
1529,Dameer,Wahhaj,433,33631-9964536-1,M
1530,Layth,Quadir,434,33632-9964537-1,M
1531,Mamduh,Liban,435,33633-9964538-1,M
1532,Farafisa,Jahdami,436,33634-9964539-1,M
1533,Kaleem,Aalim,437,33635-9964540-1,M
1534,Baqir,Aashif,438,33636-9964541-1,M
1535,Abdul Baari,Makki,439,33637-9964542-1,M
1536,Wafa,Usamah,440,33638-9964543-1,M
1537,Intizar,Sabir,441,33639-9964544-1,M
1538,Zebadiyah,Ghunayn,442,33640-9964545-1,M
1539,Nadeem,Bashaar,443,33641-9964546-1,M
1540,Haikal,Saafir,444,33642-9964547-1,M
1541,Wildan,Yushua,445,33643-9964548-1,M
1542,Haji,Rafiq,446,33644-9964549-1,M
1543,Nabeel,Kazim,447,33645-9964550-1,M
1544,Zain,Ghannam,448,33646-9964551-1,M
1545,Zakir,Wajeeh,449,33647-9964552-1,M
1546,Jahdari,Nabih,450,33648-9964553-1,M
1547,Parvez,Yaqoot,451,33649-9964554-1,M
1548,Daanish,Owais,452,33650-9964555-1,M
1549,Itimad,Juhaym,453,33651-9964556-1,M
1550,Ulfat,Darim,454,33652-9964557-1,M
1551,Juayl,Abbad,455,33653-9964558-1,M
1552,Aashif,Iyaas,456,33654-9964559-1,M
1553,Qutuz,Madani,457,33655-9964560-1,M
1554,Abdul Azim,Sabur,458,33656-9964561-1,M
1555,Ijli,Faaz,459,33657-9964562-1,M
1556,Saffar,Ilan,460,33658-9964563-1,M
1557,Jul,Qays,461,33659-9964564-1,M
1558,Bassam,Rabar,462,33660-9964565-1,M
1559,Laiq,Hadee,463,33661-9964566-1,M
1560,Yaqoot,Aaqil,464,33662-9964567-1,M
1561,Omar,Daamin,465,33663-9964568-1,M
1562,Kajji,Ghazi,466,33664-9964569-1,M
1563,Dawlah,Walid,467,33665-9964570-1,M
1564,Mahdi,Yahya,468,33666-9964571-1,M
1565,Jamal,Ihtsham,469,33667-9964572-1,M
1566,Wasay,Nadhir,470,33668-9964573-1,M
1567,Qurban,Cal,471,33669-9964574-1,M
1568,Yaseen,Zarar,472,33670-9964575-1,M
1569,Mahmud,Gulab,473,33671-9964576-1,M
1570,Sa’im,Basharat,474,33672-9964577-1,M
1571,Abdul Baasit,Uqbah,475,33673-9964578-1,M
1572,Yaqeen,Behzad,476,33674-9964579-1,M
1573,Umair,Qatadah,477,33675-9964580-1,M
1574,Taheem,Ithaar,478,33676-9964581-1,M
1575,Behzad,Walliyullah,479,33677-9964582-1,M
1576,Wadi,Jibran,480,33678-9964583-1,M
1577,Rabit,Utbah,481,33679-9964584-1,M
1578,El-Amin,Jummal,482,33680-9964585-1,M
1579,Dhul Fiqar,Dilawar,483,33681-9964586-1,M
1580,Imaad,Nafasat,484,33682-9964587-1,M
1581,Qatadah,Istakhri,485,33683-9964588-1,M
1582,Ihtiram,Gamal,486,33684-9964589-1,M
1583,Jalal,Haleef,487,33685-9964590-1,M
1584,Zamil,Basil,488,33686-9964591-1,M
1585,Raheel,Ishrat,489,33687-9964592-1,M
1586,Nadr,Latif,490,33688-9964593-1,M
1587,Waiz,Bilal,491,33689-9964594-1,M
1588,Cemal,Urooj,492,33690-9964595-1,M
1589,Aarif,Jamal,493,33691-9964596-1,M
1590,Rabee,Intizar,494,33692-9964597-1,M
1591,Iqbal,Burhan,495,33693-9964598-1,M
1592,Basem,Qadi,496,33694-9964599-1,M
1593,Pervaiz,Qasid,497,33695-9964600-1,M
1594,Ithaar,Zufar,498,33696-9964601-1,M
1595,Sabur,Maaz,499,33697-9964602-1,M
1596,Zunnoon,Inayat,500,33698-9964603-1,M
1597,Ghunayn,Mahdi,501,33699-9964604-1,M
1598,Waqar,Nafis,502,33700-9964605-1,M
1599,Ihab,Sabah,503,33701-9964606-1,M
1600,Ma’mun,Zohair,504,33702-9964607-1,M
